gene
Gpr83
Vit
Vwc2
Hs3st3b1
Cd247
Mecom
Emx2
Fibcd1
Hpgd
Aqp1
Htr1d
C230014O12Rik
Kcnj5
Grik3
Adamtsl1
Abcc9
Col5a1
Adamts2
Phox2b
Lgr6
Cntnap3
C030029H02Rik
Kcns3
Ptger3
Kif11
Lhfpl5
Fbln2
Htr7
Tfap2b
Vsx2
Gpr139
9330158H04Rik
Angpt1
Calcb
Lama1
Eya2
Stac
C1ql1
Foxa2
Drd5
Eomes
Mcm6
Rwdd2a
Esyt3
Grpr
Tnc
Drd3
Htr1b
Skor1
Dchs2
Sv2b
Man1a
Cd34
Klk6
Marcksl1
Gpr149
Gabrq
Drd1
Met
Lsp1
Zic5
Cited1
Onecut3
Adcyap1
Tafa4
Popdc3
Gfra1
Tfap2d
Ebf3
Osbpl3
Tac2
2900052N01Rik
Adra1b
Scn7a
Hmcn1
Agt
Medag
Sntg2
Ankfn1
Pde11a
Mmel1
Slc6a3
Epha4
Aqp6
Ccn4
Ntng1
Dach1
Pou4f1
Zbtb16
Casr
Egflam
Barhl1
Opalin
Meis1
Hgf
Grm3
Tgfbr2
Slit3
Shox2
Hspg2
Slc7a11
Mrpl16
Slc38a1
Samd5
Cdkn1a
Fli1
Arhgap28
Nfix
Scgn
Slc6a4
A630012P03Rik
Pax8
Wnt7b
Hoxb5
Nr2f1
Adamts9
Kcng2
Cidea
Spon1
Clic6
Glra3
Tacr1
Hdc
Rbp4
Npbwr1
Svep1
Col27a1
Dmrt2
Bmp4
Prkg2
Kcnh8
Kazald1
Lhx9
Fam163a
Pde3a
Ung
Dock5
Sulf2
Drd2
Ccbe1
Igsf1
Cpa6
Nkx2-1
Elfn1
Wif1
Slit2
Pparg
Piezo2
Il31ra
Fyb
Shroom3
Igfbpl1
Htr2a
Kcnab3
Gm30564
Dgkk
Nwd2
Creb3l1
Foxa1
Fgf10
Slc32a1
Adamts19
Nhlh2
Col18a1
Kl
Cdh6
Wls
Ltbp1
Tmie
Bmpr1b
Cftr
Adgrv1
Arhgap15
Dsg2
Scn5a
Ptk2b
Mctp2
Zic4
Tal1
Pif1
Irs4
Pax5
Dio3
Sox14
Ighm
Kit
Glra2
